scientific_name,authority,category,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,keep,resolved_match_type
Terminalia igaratensis,(N.F.Mattos) Gere &amp; Boatwr.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Terminalia pabstii,Marq. &amp; C.Valente,EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Semecarpus pseudo-emarginata,Kosterman,CR,Fuzzy (edit distance),FALSE,0.893,3,2479855,Semecarpus pseudoemarginatus,Kosterm.,Species,Accepted,NA,900934-1,2479855,2,7,1,NA
Memecylon myrtiforne,Naudin,CR,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Memecylon myrtiforne,Naudin,CR,Fuzzy (edit distance),TRUE,0.95,1,3017894,Memecylon myrtiforme,Naudin,Species,Accepted,NA,571704-1,3017894,0,6,1,NA
Elaphoglossum urbanii,(Sodiro) C.Chr.,DD,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Elaphoglossum urbanii,(Sodiro) C.Chr.,DD,Fuzzy (phonetic),TRUE,0.952,1,3152494,Elaphoglossum urbani,C.Chr.,Species,Accepted,NA,89366-2,3152494,9,6,1,NA
Heliotropium aff. wagneri,[non Vierh.],VU,Fuzzy (edit distance),FALSE,0.8,5,2844609,Heliotropium wagneri,Vierh.,Species,Accepted,NA,117329-1,2844609,6,6,1,NA
Kleinia scotti,P.Halliday,VU,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Kleinia scotti,P.Halliday,VU,Fuzzy (phonetic),TRUE,0.933,1,3083811,Kleinia scottii,(Balf.f.) P.Halliday,Species,Accepted,NA,945605-1,3083811,10,10,1,NA
Leucas flagellifolia,(Balf.f.) Guerke,VU,Fuzzy (edit distance),FALSE,0.85,3,111711,Leucas flagellifera,(Balf.f.) Gürke,Species,Accepted,NA,60439253-2,111711,2,11,1,NA
Leucas spiculifera,(Balf.f.) Guerke,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Micromeria remota,Balf.f.,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Micromeria remota,Balf.f.,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Grewia milleri,S.Abedin,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Grewia milleri,S.Abedin,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Grewia milleri,S.Abedin,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Phyllanthus sponiaefolius,M�ll. Arg.,EN,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Phyllanthus sponiaefolius,M�ll. Arg.,EN,Fuzzy (phonetic),TRUE,0.92,2,154943,Phyllanthus sponiifolius,Müll.Arg.,Species,Accepted,NA,195024-2,154943,NA,-1,1,NA
Gentianella crassulifloia,(Griseb.) Fabris,VU,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Gentianella crassulifloia,(Griseb.) Fabris,VU,Fuzzy (phonetic),TRUE,0.92,2,2822021,Gentianella crassulifolia,(Griseb.) Fabris,Species,Accepted,NA,108663-2,2822021,0,16,1,NA
Geissanthus pinchinchana,(Lundell) Pipoly,EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Salvia humboltiana,F.Dietr.,NT,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Salvia humboltiana,F.Dietr.,NT,Fuzzy (edit distance),TRUE,0.947,1,182845,Salvia humboldtiana,F.Dietr.,Species,Accepted,NA,456399-1,182845,0,8,1,NA
Kudoacanthus albo-nervosa,Hosok.,EN,Fuzzy (edit distance),FALSE,0.88,3,2334308,Kudoacanthus albonervosus,Hosok.,Species,Accepted,NA,51887-1,2334308,0,6,1,NA
Sesamothamnus leistneranus,Giess ex Ihlenf.,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Crataegus korolkowi,Regel ex C.K.Schneid.,LC,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Crataegus korolkowi,Regel ex C.K.Schneid.,LC,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Crataegus korolkowi,Regel ex C.K.Schneid.,LC,Fuzzy (phonetic),TRUE,0.95,1,2901265,Crataegus korolkowii,Regel ex C.K.Schneid.,Species,Illegitimate,NA,723629-1,3267840,0,21,1,NA
Echinopsis haematacantha,(Speg.) D.R.Hunt,LC,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Echinopsis haematacantha,(Speg.) D.R.Hunt,LC,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Echinocereus chisosensis,W.T.Marshall,EN,Fuzzy (edit distance),TRUE,0.958,1,2782536,Echinocereus chisoensis,W.T.Marshall,Species,Accepted,NA,87855-2,2782536,0,12,1,NA
Echinocereus chisosensis,W.T.Marshall,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Opuntia triacantha,(Willd.) Sweet,NT,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Opuntia triacantha,(Willd.) Sweet,NT,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Opuntia triacantha,(Willd.) Sweet,NT,Fuzzy (edit distance),TRUE,0.895,2,2392501,Opuntia triacanthos,(Willd.) Sweet,Species,Accepted,NA,137117-1,2392501,0,14,1,NA
Strophanthus zimmermannii,Monach.,EN,Fuzzy (edit distance),FALSE,0.857,4,198305,Strophanthus zimmermannianus,Monach.,Species,Accepted,NA,81969-1,198305,0,7,1,NA
Myosotis retusifolia,R.Afonso,DD,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Limonium duriaei,(Girard) Kuntze,VU,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Limonium duriaei,(Girard) Kuntze,VU,Fuzzy (phonetic),TRUE,0.875,2,2495394,Limonium durieui,(Girard) Kuntze,Species,Accepted,NA,686751-1,2495394,0,15,1,NA
Prunus klokovii,(Sobko),DD,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Elymus alopex,B. Salomon,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Elymus alopex,B. Salomon,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Camellia dongnaiensis,Orel,CR,Fuzzy (phonetic),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Carex caespitosa,Nees,LC,Fuzzy (phonetic),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Carex macrostyla,Lapeyr.,LC,Fuzzy (phonetic),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Euphorbia neospinescens,Bruyns,CR,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Pyrostria sp. nov.,ined.,EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Vepris laurifolia,(Hutch. &amp; Dalziel) O.Lachenaud,CR,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Vepris laurifolia,(Hutch. &amp; Dalziel) O.Lachenaud,CR,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Senecio erechtitioides,Baker,VU,Fuzzy (edit distance),TRUE,0.909,2,3081000,Senecio erechthitoides,Baker,Species,Synonym,NA,244998-1,3081001,0,5,1,NA
Senecio erechtitioides,Baker,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Solanum agrimonifolium,Rydb.,LC,Fuzzy (phonetic),TRUE,0.957,1,3031440,Solanum agrimoniifolium,Rydb.,Species,Accepted,NA,238255-2,3031440,0,5,1,NA
Solanum agrimonifolium,Rydb.,LC,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Cytisus proliferus,L.f.,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Cytisus proliferus,L.f.,LC,Fuzzy (edit distance),TRUE,0.889,2,2754850,Cytisus prolifer,L.f.,Species,Synonym,TRUE,489914-1,2715412,0,4,1,NA
Crataegus sericea,Dzekov,DD,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Physalis solanaceus,(Schltdl.) Axelius,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Physalis solanaceus,(Schltdl.) Axelius,LC,Fuzzy (edit distance),TRUE,0.895,2,2549560,Physalis solanacea,(Schltdl.) Axelius,Species,Accepted,NA,1178838-2,2549560,0,18,1,NA
Angraecum scroticalcar,(Verlynde &amp; Ramandimbisoa) Hermans &amp; Verlynde,EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Angraecum edmundi,(Bosser ex Verlynde &amp; Ramandimbisoa) Hermans &amp; Verynde,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Angraecum edmundi,(Bosser ex Verlynde &amp; Ramandimbisoa) Hermans &amp; Verynde,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Angraecum edmundi,(Bosser ex Verlynde &amp; Ramandimbisoa) Hermans &amp; Verynde,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Elaphoglossum spathulatum,(Bory) T.Moore,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Elaphoglossum spathulatum,(Bory) T.Moore,LC,Fuzzy (edit distance),TRUE,0.96,1,3152433,Elaphoglossum spatulatum,(Bory) T.Moore,Species,Accepted,NA,17105480-1,3152433,0,14,1,NA
Trichilia deminuta,D.Penn.,CR,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Prunus boissieri,Kurtto,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Prunus boissieri,Kurtto,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Prunus boissieri,Kurtto,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Citharexylum ligustrinum,Van Houtte,NT,Fuzzy (edit distance),FALSE,0.852,4,41232,Citharexylum ligustrifolium,(Thur. ex Decne.) Van Houtte,Species,Accepted,NA,861782-1,41232,18,10,1,NA
Grewia androyensis,Capuron,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Ochna emarginata,(Tiegh.) ined.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Ochna emarginata,(Tiegh.) ined.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Saurauia cuatrecasana,R.E.Schult.,LC,Fuzzy (edit distance),FALSE,0.875,3,2477556,Saurauia cuatrecasasiana,R.E.Schult.,Species,Accepted,NA,228033-2,2477556,0,11,1,NA
Cyanotis namuliensis,Faden ined.,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Grewia barorum,Capuron,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Eucalyptus alatissima,(Brooker &amp; Hopper) D.Nicolle,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Ixora regalis,De Block,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Ixora regalis,De Block,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Ficus ampelas,Burm.f.,LC,Fuzzy (phonetic),TRUE,0.923,1,2809444,Ficus ampelos,Burm.f.,Species,Accepted,NA,852377-1,2809444,0,7,1,NA
Ficus ampelas,Burm.f.,LC,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Sacoglottis glomerata,Mart.,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Sacoglottis glomerata,Mart.,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Sacoglottis glomerata,Mart.,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Vantanea aracaensis,(Nees &amp; Mart.) Benth.,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Psychotria volii,R.O.Gardner,CR,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Psychotria volii,R.O.Gardner,CR,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Bursera zapoteca,Rzed. &amp; Medina,CR,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Bursera zapoteca,Rzed. &amp; Medina,CR,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Sterculia multiovula,E.L.Taylor ex Mondrag�n,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Euphorbia neorugosa,Bruyns,DD,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Euphorbia neorugosa,Bruyns,DD,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Euphorbia neorugosa,Bruyns,DD,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Euphorbia neorugosa,Bruyns,DD,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Euphorbia neorugosa,Bruyns,DD,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Myrcia megaphylla,M.F.Santos &amp; Sobral,CR,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Actinodaphne leiantha,Hook.f.,DD,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Tetrachyron orizabense,(Klatt) Wussow &amp; Urbatsch,NT,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Ayenia cuatrecasae,Crist�bal,EN,Fuzzy (edit distance),FALSE,0.85,3,2666884,Ayenia cuatrecasasii,Cristóbal,Species,Accepted,NA,27519-2,2666884,NA,-1,1,NA
Myrsine wawraea,(Mez) Hosaka,EN,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Myrsine wawraea,(Mez) Hosaka,EN,Fuzzy (phonetic),TRUE,0.933,1,2502178,Myrsine wawrae,(Mez) Hosaka,Species,Accepted,NA,589318-1,2502178,0,12,1,NA
Neolitsea chui,Merr.,LC,Fuzzy (edit distance),TRUE,0.875,2,2383700,Neolitsea chunii,Merr.,Species,Accepted,NA,466945-1,2383700,0,5,1,NA
Neolitsea chui,Merr.,LC,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Synima cordieri,(F.Muell.) Radlk.,LC,Fuzzy (edit distance),FALSE,0.778,4,2582126,Synima cordierorum,(F.Muell.) Radlk.,Species,Accepted,NA,67402-3,2582126,0,17,1,NA
Liparis laurentii,Hermans &amp; Nusb.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Liparis laurentii,Hermans &amp; Nusb.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Liparis laurentii,Hermans &amp; Nusb.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Liparis laurentii,Hermans &amp; Nusb.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Liparis laurentii,Hermans &amp; Nusb.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Liparis laurentii,Hermans &amp; Nusb.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Liparis laurentii,Hermans &amp; Nusb.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Liparis laurentii,Hermans &amp; Nusb.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros amborelloides,G.E.Schatz &amp; Lowry,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros amborelloides,G.E.Schatz &amp; Lowry,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros andohahelensis,G.E.Schatz &amp; Lowry,CR,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros andohahelensis,G.E.Schatz &amp; Lowry,CR,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros andohahelensis,G.E.Schatz &amp; Lowry,CR,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros bardotiae,"H.N.Rakouth, G.E.Schatz &amp; Lowry",VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros beberonnii,G.E.Schatz &amp; Lowry,EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros crassipedicellata,G.E.Schatz &amp; Lowry,VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros falyi,G.E.Schatz &amp; Lowry,EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros fasimainty,G.E.Schatz &amp; Lowry,VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros grandiflora,G.E.Schatz &amp; Lowry,EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros littoralis,Capuron ex G.E.Schatz &amp; Lowry,VU,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros littoralis,Capuron ex G.E.Schatz &amp; Lowry,VU,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros lowryi,G.E.Schatz,EN,Fuzzy (phonetic),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros mandenensis,"H.N.Rakouth, G.E.Schatz &amp; Lowry",VU,Fuzzy (phonetic),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros mimusops,G.E.Schatz &amp; Lowry,EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros plicaticalyx,"A.G.Linan, G.E.Schatz &amp; Lowry",EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros pseudolanceolata,G.E.Schatz &amp; Lowry,VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros pubiramulis,"A.G.Linan, G.E.Schatz &amp; Lowry",VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros pubiramulis,"A.G.Linan, G.E.Schatz &amp; Lowry",VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros pubiramulis,"A.G.Linan, G.E.Schatz &amp; Lowry",VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros ramisonii,G.E.Schatz &amp; Lowry,VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Dalbergia obcordata,"N.Wilding, Phillipson &amp; Crameri",EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Quercus centenaria,L.M.Gonz�lez,DD,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Quercus centenaria,L.M.Gonz�lez,DD,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Quercus mexiae,L.M.Gonz�lez,DD,Fuzzy (phonetic),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Miconia castaneiflora,Naudin,VU,Fuzzy (edit distance),FALSE,0.857,3,3020149,Miconia castaneifolia,Naudin,Species,Accepted,NA,572249-1,3020149,0,6,1,NA
Diospyros antsirananae,G.E.Schatz &amp; Lowry,VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros beankensis,"A.G.Linan, G.E.Schatz &amp; Lowry",LC,Fuzzy (phonetic),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros courrierensis,"A.G.Linan, G.E.Schatz &amp; Lowry",EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros courrierensis,"A.G.Linan, G.E.Schatz &amp; Lowry",EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros courrierensis,"A.G.Linan, G.E.Schatz &amp; Lowry",EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros courrierensis,"A.G.Linan, G.E.Schatz &amp; Lowry",EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros courrierensis,"A.G.Linan, G.E.Schatz &amp; Lowry",EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
