scientific_name,authority,category
Myrcia tessmannii,(Burret ex McVaugh) A.R.Lourenço &amp; E.Lucas,LC
Myrcia tetraptera,(O.Berg) A.R.Lourenço &amp; E.Lucas,CR
Myrcia tricona,(D.Legrand) A.R.Lourenço &amp; E.Lucas,VU
Myrcia websteri,(B.Holst &amp; M.L.Kawas.) A.R.Lourenço &amp; E.Lucas,VU
Myrcia yasuniana,(M.L.Kawas. &amp; Á.J.Pérez) A.R.Lourenço &amp; E.Lucas,VU
Sloanea terniflora,(Moc. &amp; Sessé ex DC.) Standl.,LC
Poeppigia procera,(Poepp. ex Spreng.) C.Presl,LC
Oreopanax xalapensis,(Kunth) Decne. &amp; Planch.,LC
Zinowiewia integerrima,(Turcz.) Turcz.,LC
Otoba latialata,(Pittier) A.H.Gentry,LC
Gaiadendron punctatum,(Ruiz &amp; Pav.) G.Don,LC
Citharexylum macrochlamys,Pittier,LC
Tachia parviflora,Maguire &amp; Weaver,LC
Lacistema aggregatum,(P.J.Bergius) Rusby,LC
Croton hircinus,Vent.,LC
Comarostaphylis arbutoides,Lindl.,LC
Clusia pentandra,Cuatrec.,LC
Esenbeckia panamensis,T.S.Elias,LC
Conostegia volcanalis,Standl. &amp; Steyerm.,LC
Nothotalisia cancellata,W.W.Thomas,LC
Pithecellobium lanceolatum,(Humb. &amp; Bonpl. ex Willd.) Benth.,LC
Entada polystachya,(L.) DC.,LC
Piptadenia flava,(Spreng. ex DC.) Benth.,LC
Crudia acuminata,Benth.,LC
Palicourea violacea,(Aubl.) A.Rich.,LC
Cestrum schlechtendalii,G.Don,LC
Cestrum alternifolium,(Jacq.) O.E.Schulz,LC
Otoba novogranatensis,Moldenke,LC
Psychotria subsessilis,Benth.,LC
Miconia theaezans,(Bonpl.) Cogn.,LC
Miconia quadridomius,Gamba &amp; Almeda,LC
Sloanea meianthera,Donn.Sm.,LC
Hampea punctulata,Cuatrec.,LC
Henriettea fissanthera,"(Gleason) Penneys, F.A. Michelangeli, Judd &amp; Almeda",LC
Allophylus psilospermus,Radlk.,LC
Chrysochlamys croatii,(Maguire) L.Marinho &amp; Hammel,LC
Garcinia madruno,(Kunth) Hammel,LC
Conceveiba parvifolia,McPherson,LC
Ormosia tovarensis,Pittier,LC
Schlegelia fastigiata,Schery,LC
Pentagonia parvifolia,Steyerm.,LC
Prunus rhamnoides,Koehne,LC
Ocotea laetevirens,Standl. &amp; Steyerm.,LC
Eugenia oerstediana,O.Berg,LC
Siphoneugena dussii,(Krug &amp; Urb.) Proença,LC
Adenophaedra grandifolia,(Klotzsch) Müll.Arg.,LC
Alchorneopsis floribunda,(Benth.) Müll.Arg.,LC
Dendropanax leptopodus,(Donn.Sm.) A.C.Sm.,LC
Alstonia longifolia,(A.DC.) Pichon,LC
Spondias radlkoferi,Donn.Sm.,LC
Talisia cerasina,(Benth.) Radlk.,LC
Picramnia teapensis,Tul.,LC
Piper glabrescens,(Miq.) C.DC.,LC
Deppea grandiflora,Schltdl.,LC
Homalolepis cedron,(Planch.) Devecchi &amp; Pirani,LC
Aralia excelsa,(Griseb.) J.Wen,LC
Pseudobombax septenatum,(Jacq.) Dugand,LC
Conostegia consimilis,(Gleason) Kriebel,LC
Clibadium sylvestre,(Aubl.) Baill.,LC
Dystovomita paniculata,(Donn.Sm.) Hammel,LC
Weinmannia fagaroides,Kunth,LC
Endlicheria tschudyana,(Lasser) Kosterm.,LC
Palicourea simiarum,(Standl.) Borhidi,LC
Palicourea padifolia,(Willd. ex Schult.) C.M.Taylor &amp; Lorence,LC
Bertiera guianensis,Aubl.,LC
Tapirira mexicana,Marchand,LC
Talisia princeps,Oliv.,LC
Guarea kunthiana,A.Juss.,LC
Billia rosea,(Planch. &amp; Linden) C.U.Ulloa &amp; M.Jørg.,LC
Bravaisia integerrima,(Spreng.) Standl.,LC
Luehea candida,(Moc. &amp; Sessé ex DC.) Mart.,LC
Posoqueria chocoana,C.M.Taylor,LC
Psychotria monsalveae,C.M.Taylor,LC
Ocotea guatemalensis,Lundell,LC
Machaerium microphyllum,(E.Mey.) Standl.,LC
Lonchocarpus velutinus,Benth.,LC
Brownea macrophylla,Linden ex Mast.,LC
Gymnanthes riparia,(Schltdl.) Klotzsch,LC
Clusia veneralensis,Cuatrec.,LC
Ormosia macrocalyx,Ducke,LC
Palicourea pseudaxillaris,C.M.Taylor,LC
Arachnothryx buddleioides,(Benth.) Planch.,LC
Aphelandra leonardii,McDade,LC
Aegiphila hirsutissima,Moldenke,LC
Matayba scrobiculata,Radlk.,LC
Protium stevensonii,(Standl.) Daly,LC
Psychotria graciliflora,Benth.,LC
Mollinedia viridiflora,Tul.,LC
Lacmellea panamensis,(Woodson) Markgr.,LC
Myrrhidendron donnellsmithii,J.M.Coult. &amp; Rose,LC
Gyminda tonduzii,Loes.,LC
Graffenrieda galeottii,(Naudin) L.O. Williams,LC
Conostegia schlimii,(Triana) Kriebel,LC
Miconia lonchophylla,Naudin,LC
Miconia doniana,Naudin,LC
Mortoniodendron costaricense,Standl. &amp; L.O.Williams,LC
Strychnos croatii,Krukoff &amp; Barneby,LC
Pterocarpus hayesii,Hemsl.,LC
Citharexylum mocinnoi,D.Don,LC
Hamelia rovirosae,Wernham,LC
Guapira standleyana,Woodson,LC
Pandanus pungens,Kaneh.,CR
Holoregmia viscida,Nees,LC
Cinnamomum hatschbachii,Vattimo-Gil,EN
Symplocos rhamnifolia,A.DC.,CR
Mollinedia luizae,Peixoto,DD
Lychnophora candelabrum,Schultz-Bipontinus,VU
Casearia paranaensis,Sleumer,NT
Rudgea coronata,(Vell.) Müll.Arg.,LC
Eugenia hermesiana,Mattos,CR
Talisia subalbens,(Mart.) Radlk.,NT
Eugenia pseudomalacantha,D.Legrand,EN
Eugenia peruibensis,Mattos,CR
Acritopappus pintoi,Bautista &amp; D.J.N.Hind,EN
Eremanthus leucodendron,Mattf.,EN
Paralychnophora patriciana,D.J.N.Hind,EN
Zollernia magnifica,A.M.Carvalho &amp; Barneby,EN
Eugenia neotristis,Sobral,EN
Rudgea pachyphylla,Müll.Arg.,CR
Eugenia macrobracteolata,Mattos,EN
Rhodostemonodaphne capixabensis,J.B. Baitello &amp; Coe-Teix.,EN
Hyptis pachyphylla,Epling,LC
Lavoisiera punctata,Mart. &amp; Schrank ex DC.,EN
Pilocarpus alatus,C.J.Joseph ex Skorupa,EN
Symplocos itatiaiae,Wawra,EN
Miconia picinguabensis,R.Goldenb. &amp; A.B.Martins,CR
Coussarea bocainae,M.Gomes,EN
Ternstroemia cuneifolia,Gardner,EN
Hyptidendron conspersum,(Benth.) Harley,EN
Eremanthus argenteus,MacLeish &amp; H.Schumach.,EN
Plinia silvestris,(Vellozo) Mazine &amp; Sobral,EN
Myrciaria plinioides,D.Legrand,EN
Couepia meridionalis,Prance,CR
Couepia leitaofilhoi,Prance,EN
Eugenia mattosii,D.Legrand,EN
Miconia angelana,R.Romero &amp; R.Goldenb.,VU
Conchocarpus coeruleus,(A.St.-Hil.)Bruniera &amp; Groppo,EN
Myrceugenia gertii,Landrum,EN
Eugenia pachyclada,D.Legrand,EN
Miconia setosociliata,Cogn.,NT
Eugenia joenssonii,Kausel,EN
Plinia hatschbachii,(Mattos) Sobral,EN
Mimosa myuros,Barneby,EN
Dacryodes edilsonii,Daly,EN
Lavoisiera harleyi,Wurdack,EN
Guettarda paludosa,Müll.Arg.,DD
Alectryon glaber,(Blume) Radlk.,LC
Atalaya salicifolia,(DC.) Blume,LC
Dimocarpus fumatus,(Blume) Leenh.,LC
Elattostachys verrucosa,(Blume) Radlk.,LC
Euphorianthus euneurus,(Miq.) Leenh.,LC
Guioa acutifolia,Radlk.,LC
Guioa comesperma,Radlk.,LC
Guioa diplopetala,(Hassk.) Radlk.,LC
Guioa koelreuteria,(Blanco) Merr.,LC
Guioa pterorhachis,Welzen,LC
Harpullia cauliflora,K.Schum. &amp; Lauterb.,LC
Harpullia ramiflora,Radlk.,LC
Harpullia vaga,Merr. &amp; L.M.Perry,LC
Jagera javanica,(Blume) Kalkman,LC
Jagera pseudorhus,Radlk.,LC
Lepidopetalum fructoglabrum,Welzen,LC
Lepisanthes alata,(Blume) Leenh.,LC
Lepisanthes amoena,(Hassk.) Leenh.,LC
Lepisanthes falcata,(Radlk.) Leenh.,LC
Lepisanthes ferruginea,(Radlk.) Leenh.,LC
Mischocarpus largifolius,Radlk.,LC
Nephelium cuspidatum,Blume,LC
Nephelium hypoleucum,Kurz,LC
Nephelium maingayi,Hiern,LC
Triumfetta acahuizotlanensis,"Gonz.-Martínez, J.Jiménez Ram. &amp; Rios-Carr.",CR
Nephelium melliferum,Gagnep.,LC
Nephelium reticulatum,Radlk.,LC
Nephelium subfalcatum,Radlk.,LC
Nephelium uncinatum,Radlk. ex Leenh.,LC
Paranephelium spirei,Lecomte,LC
Paranephelium xestophyllum,Miq.,LC
Synima cordieri,(F.Muell.) Radlk.,LC
Bakeridesia amoena,Fryxell,EN
Bakeridesia huastecana,Donnell,EN
Bakeridesia jaliscana,Donnell,EN
Inga kursarii,M.J.Endara &amp; J.E.Guevara,LC
Inga poeppigiana,Benth.,LC
Inga rusbyi,Pittier,LC
Inga tessmannii,Harms,LC
Acalypha grandis,Benth.,LC
Bunchosia polystachia,(Andrews) DC.,LC
Condalia henriquezii,Bold.,LC
Dendrocnide peltata,(Blume) Miq.,LC
Inga suaveolens,Ducke,LC
Ehretia javanica,Blume,LC
Erythroxylum squamatum,Sw.,LC
Eugenia earhartii,Acev.-Rodr.,CR
Inga striolata,T.D.Penn.,LC
Inga stenocalyx,Spruce ex Benth.,DD
Pachira brevipes,(A.Robyns) W.S.Alverson,LC
Pachira condorensis,Fern.Alonso &amp; J.E.Guevara,EN
Pachira insignis,(Sw.) Savigny,LC
Pachira patinoi,(Dugand &amp; A.Robyns) Fern.Alonso,LC
Macaranga carolinensis,Volkens,DD
Pachira punga-schunkei,Fern.Alonso,LC
Pachira rupicola,(A.Robyns) W.S.Alverson,DD
Mimusops oblongifolia,Dubard,DD
Pachira subandina,(Dugand) Fern.Alonso,EN
Pachira trinitensis,Urb.,LC
Pandanus christmatensis,Martelli,LC
Sloanea aequatorialis,T.D.Penn.,VU
Sloanea congesta,T.D.Penn.,CR
Sloanea cruciata,T.D.Penn.,EN
Sloanea decussata,T.D.Penn.,EN
Sloanea eichleri,K.Schum.,LC
Sloanea illinizae,T.D.Penn.,CR
Sloanea jaramilloi,J.E.Guevara &amp; D.Fernández,EN
Sloanea multinervis,"J.E.Guevara, D.Fernández &amp; W.Palacios",EN
Sloanea tiwintza,T.D.Penn.,EN
Sloanea uncinata,T.D.Penn.,EN
Coulteria glabra,"(Britton &amp; Rose) J.L.Contr., Sotuyo &amp; G.P.Lewis",VU
Coulteria mollis,Kunth,DD
Phyllanthus botryanthus,Müll.Arg.,LC
Piper biseriatum,C.DC.,DD
Sterculia fanaiho,Setch.,LC
Styrax glaber,Sw.,LC
Sloanea lasiocoma,K.Schum.,LC
Sloanea multiflora,H.Karst.,LC
Browningia hernandezii,Fern.Alonso,EN
Linochilus perijaensis,(S.Díaz &amp; G.P.Méndez) Saldivia &amp; O.M.Vargas,CR
Alphonsea elliptica,Hook.f. &amp; Thomson,LC
Alphonsea malayana,P.J.A.Kessler,DD
Bakeridesia zapoteca,Donnell,EN
Sarcosperma griffithii,Benth. ex C.B.Clarke,LC
Heptapleurum venulosum,(Wight &amp; Arn.) Seem.,LC
Daphnopsis correae,Barringer &amp; Nevling,DD
Acanthocladus dukei,(Barringer) J.F.B.Pastore &amp; D.B.O.S.Cardoso,DD
Qualea cymulosa,Schery,LC
Aphelandra gracilis,Leonard,LC
Cordia aberrans,I.M.Johnst.,LC
Cordia anabaptista,Cham.,LC
Staminodianthus rosae,(H.C.Lima) D.B.O.S.Cardoso &amp; H.C.Lima,VU
Actinostemon concolor,(Spreng.) Müll.Arg.,LC
Cyanocephalus lippioides,(Pohl ex Benth.) Harley &amp; J.F.B.Pastore,LC
Ouratea xerophila,Rizzini,VU
Curitiba prismatica,(D.Legrand) Salywon &amp; Landrum,VU
Cybianthus goyazensis,Mez,LC
Myrsine leuconeura,Mart.,LC
Ximenia coriacea,Engl.,LC
Picramnia excelsa,Kuhlm. ex Pirani,VU
Nothaphoebe falcata,Blume,CR
Iteadaphne caudata,(Nees) H.W.Li,LC
Litsea rehderiana,C.K.Allen,EN
Phylica arborea,Thouars,EN
Psychotria neodouarrei,Barrabé &amp; A.Martini,EN
Alantsilodendron alluaudianum,(R.Vig.) Villiers,NT
Bourreria tuxtlae,G.Campos &amp; F.Chiang,EN
Sloanea cuautitlanensis,Cuevas &amp; J.L.Mendoza,EN
Xanthorrhoea semiplana,F.Muell.,LC
Allocasuarina diminuta,L.A.S.Johnson,LC
Allocasuarina gymnanthera,L.A.S.Johnson,LC
Allocasuarina inophloia,(F.Muell. &amp; F.M.Bailey) L.A.S.Johnson,LC
Allocasuarina littoralis,(Salisb.) L.A.S.Johnson,LC
Allocasuarina striata,(Macklin) L.A.S.Johnson,LC
Allocasuarina torulosa,(Aiton) L.A.S.Johnson,LC
Allocasuarina verticillata,(Lam.) L.A.S.Johnson,LC
Casuarina glauca,Sieber ex Spreng.,LC
Casuarina pauper,F.Muell. ex L.A.S.Johnson,LC
Pseudoweinmannia lachnocarpa,(F.Muell.) Engl.,LC
Myrsine howittiana,(Mez) F.Muell. ex Prain,LC
Tapeinosperma pseudojambosa,(F.Muell.) Mez,LC
Alphitonia petriei,Braid &amp; C.T.White,LC
Alphitonia whitei,Braid,LC
Boronia pinnata,Sm.,LC
Acacia striatifolia,Pedley,LC
Acacia longispicata,Benth.,LC
Acacia harpophylla,F.Muell. ex Benth.,LC
Acacia flavescens,A.Cunn. ex Benth.,LC
Acacia crassa,Pedley,LC
Acacia concurrens,Pedley,LC
Acacia burrowii,Maiden,LC
Ceratopetalum gummiferum,Sm.,LC
Acacia leiocalyx,(Domin) Pedley,LC
Acacia elongata,Sieber ex DC.,LC
Polyscias purpurea,C.T.White,LC
Terminalia hadleyana,W.Fitzg.,LC
Acacia spectabilis,A.Cunn. ex Benth.,LC
Acacia tephrina,Pedley,LC
Acacia microsperma,Pedley,LC
Acacia leucoclada,Tindale,LC
Acacia leptoloba,Pedley,LC
Acacia ixodes,Pedley,LC
Acacia conferta,A.Cunn. ex Benth.,LC
Acacia celsa,Tindale,LC
Acacia catenulata,C.T.White,LC
Acacia argyrodendron,Domin,LC
Acacia aprepta,Pedley,LC
Acacia falcata,Willd.,LC
Acacia implexa,Benth.,LC
Polyscias sambucifolia,(Sieber ex DC.) Harms,LC
Polyscias australiana,(F.Muell.) Philipson,LC
Erythrina numerosa,A.R.Bean,LC
Melaleuca uncinata,R.Br.,LC
Melaleuca styphelioides,Sm.,LC
Melaleuca eleuterostachya,F.Muell.,LC
Melaleuca decora,(Salisb.) Britten,LC
Melaleuca alsophila,A.Cunn. ex Benth.,LC
Acacia brassii,Pedley,LC
Acacia calamifolia,Sweet ex Lindl.,LC
Croton stigmatosus,F.Muell.,LC
Terminalia bursarina,F.Muell.,LC
Terminalia carpentariae,C.T.White,LC
Terminalia volucris,R.Br. ex Benth.,LC
Melaleuca decussata,R.Br.,LC
Melaleuca parvistaminea,Byrnes,LC
Phyllanthus ferdinandi,Müll.Arg.,LC
Acacia julifera,Benth.,LC
Acacia adunca,A.Cunn. ex G.Don,LC
Acacia yorkrakinensis,C.A.Gardner,LC
Acacia synchronicia,Maslin,LC
Acacia stereophylla,Meisn.,LC
Melaleuca linariifolia,Sm.,LC
Melaleuca brevifolia,Turcz.,LC
Acacia leiophylla,Benth.,LC
Melaleuca huegelii,Endl.,LC
Agonis flexuosa,(Muhl. ex Willd.) Sweet,LC
Acacia deanei,"(R.T.Baker) R.T.Baker ex Welch, Coombs &amp; McGlymn",LC
Acacia incurvaneura,Maslin &amp; J.E.Reid,LC
Acacia longissima,H.L.Wendl.,LC
Acacia penninervis,Sieber ex DC.,LC
Acacia muelleriana,Maiden &amp; R.T.Baker,LC
Acacia cincinnata,F.Muell.,LC
Acacia sclerosperma,F.Muell.,LC
Acacia nyssophylla,F.Muell.,LC
Acacia wattsiana,F.Muell. ex Benth.,LC
Croton acronychioides,F.Muell.,LC
Melaleuca xerophila,Barlow,LC
Melaleuca lanceolata,Otto,LC
Acacia obtusifolia,A.Cunn.,LC
Ceratopetalum apetalum,D.Don,LC
Acacia curvinervia,Maiden,LC
Acacia cretata,Pedley,LC
Eremophila santalina,(F.Muell.) F.Muell.,LC
Acacia polybotrya,Benth.,LC
Acacia rostellifera,Benth.,LC
Melaleuca gibbosa,Labill.,LC
Melaleuca armillaris,(Sol. ex Gaertn.) Sm.,LC
Acacia papyrocarpa,Benth.,LC
Hypocalymma angustifolium,(Endl.) Schauer,LC
Eremophila oldfieldii,F.Muell.,LC
Actephila lindleyi,(Steud.) Airy Shaw,LC
Acacia grasbyi,Maiden,LC
Acacia prainii,Maiden,LC
Acacia bancroftiorum,Maiden,LC
Beyeria viscosa,(Labill.) Miq.,LC
Croton phebalioides,F.Muell. ex Müll.Arg.,LC
Melaleuca ericifolia,Sm.,LC
Melaleuca viminalis,(Sol. ex Gaertn.) Byrnes,LC
Acacia terminalis,(Salisb.) J.F.Macbr.,LC
Acacia angusta,Maiden &amp; Blakely,LC
Acacia debilis,Tindale,LC
Acacia dietrichiana,F.Muell.,LC
Acacia polystachya,A.Cunn. ex Benth.,LC
Acacia rothii,F.M.Bailey,LC
Acacia semilunata,Maiden &amp; Blakely,LC
Acacia sparsiflora,Maiden,LC
Acacia uncifera,Benth.,LC
Acacia midgleyi,M.W.McDonald &amp; Maslin,LC
Acacia spirorbis,Labill.,LC
Acacia polifolia,Pedley,LC
Acacia blakei,Pedley,LC
Melaleuca pauperiflora,F.Muell.,LC
Claoxylon australe,Baill. ex Müll.Arg.,LC
Melaleuca nodosa,(Sol. ex Gaertn.) Sm.,LC
Melaleuca sieberi,Schauer,LC
Acacia caroleae,Pedley,LC
Acacia loroloba,Tindale,LC
Acacia macradenia,Benth.,LC
Acacia pustula,Maiden,LC
Acacia rhodoxylon,Maiden,LC
Acacia pteraneura,Maslin &amp; J.E.Reid,LC
Macaranga stonei,Whitmore,CR
Aegiphila glabrata,Moldenke,LC
Anthopterus racemosus,Hook,CR
Arawakia longicuneata,(Engl.) L.Marinho,LC
Berberis lutea,Ruiz &amp; Pav.,LC
Calliandra bombycina,Spruce ex Benth.,LC
Calliandra mollissima,(Humb. &amp; Bonpl. ex Willd.) Benth.,VU
Calliandra samik,Barneby,DD
Calophyllum thuriferum,Poepp.,DD
Centropogon knoxii,Lammers,DD
Cheiloclinium obtusum,A.C.Sm,LC
Chrysochlamys micrantha,Engl.,NT
Chrysochlamys pavonii,Planch. &amp; Triana,CR
Clethra castaneifolia,Meisn.,LC
Clusia cassinioides,Planch. &amp; Triana,DD
Clusia engleriana,Pipoly,DD
Clusia laxiflora,(Poepp. &amp; Endl.) Planch. &amp; Triana,LC
Clusia pavonii,Planch. &amp; Triana,LC
Clusia pseudochina,Poepp.,DD
Clusia pseudohavetia,Planch. &amp; Triana,DD
Clusia radicans,Pav. ex Planch. &amp; Triana,LC
Clusia sandiensis,Engl.,EN
Cordia laevior,I.M.Johnst.,DD
Coursetia tumbezensis,J.F.Macbr.,CR
Critoniopsis ayabacensis,Sagást. &amp; M.O.Dillon,DD
Croton bryophorus,Croizat,EN
Croton xanthochylus,Croizat,EN
Dahlstedtia confertiflora,(Benth.) M.J.Silva &amp; A.M.G.Azevedo,LC
Dendropanax weberbaueri,(Harms) Harms,DD
Endlicheria argentea,Chanderb.,DD
Endlicheria chrysovelutina,Chanderb.,DD
Endlicheria duotincta,Chanderb.,LC
Endlicheria oreocola,Chanderb.,LC
Endlicheria paradoxa,Mez,DD
Endlicheria rubra,Chanderb.,DD
Endlicheria tomentosa,Chanderb.,DD
Gynoxys jelskii,Hieron.,DD
Gynoxys pillahuatensis,Cuatrec.,LC
Inga aliena,J.F.Macbr.,LC
Lacmellea klugii,Monach.,LC
Lacmellea peruviana,(Van Heurck &amp; Müll.Arg.) Markgr.,LC
Licania apiknae,Prance,DD
Leptobalanus bullatus,(Prance) Sothers &amp; Prance,DD
Moquilea palcazuensis,(Prance) Sothers &amp; Prance,DD
Licaria endlicheriifolia,(Kosterm.) Kosterm.,DD
Malouetia killipii,Woodson,LC
Monactis rhombifolia,Sagást. &amp; M.O.Dillon,EN
Ocotea amplissima,Mez,DD
Ocotea caniflora,Mez,DD
Ocotea imazensis,van der Werff,DD
Ocotea keriana,A.C.Sm.,DD
Ocotea killipii,A.C.Sm.,DD
Ocotea lenitae,van der Werff,LC
Oreopanax allocophyllus,Harms,DD
Oreopanax cuspidatus,Harms,EN
Oreopanax macleanii,Seem.,DD
Oreopanax oroyanus,Harms,LC
Oreopanax pavonii,Seem.,VU
Oreopanax polycephalus,Harms,EN
Pachystachys rosea,Wassh.,EN
Pleurothyrium brochidodromum,van der Werff,DD
Coursetia orbicularis,Benth.,LC
Rauvolfia andina,Markgr.,LC
Rhodostemonodaphne licanioides,(A.C.Sm.) Madriñán,LC
Ribes elegans,Jancz.,LC
Sanchezia arborea,Leonard &amp; L.B.Sm.,EN
Sciodaphyllum acuminatum,(Pav.) Poir,LC
Sciodaphyllum mathewsii,Seem.,DD
Sciodaphyllum monzonense,"(Harms) Lowry, G.M.Plunkett &amp; M.M.Mora",DD
Sciodaphyllum pardoanum,"(Harms) Lowry, G.M.Plunkett &amp; M.M.Mora",LC
Sciodaphyllum sandianum,"(Harms) Lowry, G.M.Plunkett &amp; M.M.Mora",LC
Sciodaphyllum viguierianum,"(Harms) Lowry, G.M.Plunkett &amp; M.M.Mora",EN
Sciodaphyllum weberbaueri,"(Harms) Lowry, G.M.Plunkett &amp; M.M.Mora",LC
Schinopsis peruviana,Engl.,EN
Sebastiania haploclada,Briq.,DD
Sloanea rosea,T.D.Penn.,DD
Styloceras penninervium,A.H.Gentry &amp; Aymard,EN
Verbesina huancabambae,Sagást. &amp; Quip.,DD
Vernonanthura sambrayana,(S.B.Jones) H.Rob.,DD
Yasunia quadrata,van der Werff,DD
Didelotia korupensis,Burgt,EN
Vachellia bolei,"(R.P.Subhedar) Ragup., Seigler, Ebinger &amp; Maslin",CR
Adesmia viscosa,Gillies ex Hook.,DD
Vepris bali,Cheek,CR
Inga bonplandiana,Kunth,DD
Ocotea alata,van der Werff,LC
Dicliptera glabra,Decne.,DD
Saurauia schmutzii,Hoogland,VU
Saurauia verheijenii,Hoogland,NT
Strophanthus puberulus,Pax,DD
Argyreia sumbawana,Ooststr.,NT
Elaeocarpus sebastianii,Weibel,EN
Elaeocarpus brunneotomentosus,Weibel,VU
Elaeocarpus floresii,Weibel,DD
Elaeocarpus rutengii,Weibel,VU
Elaeocarpus schmutzii,Weibel,EN
Elaeocarpus tjerengii,Weibel,DD
Elaeocarpus verheijenii,Weibel,NT
Acalypha zollingeri,Müll.Arg.,DD
Claoxylon colfsii,Airy Shaw,VU
Tectaria villosa,Holttum,VU
Thelypteris batulantensis,(Holttum) Christenh.,DD
Thelypteris sumbawensis,(C.Chr. ex Rensch) Christenh.,DD
Clerodendrum elbertii,Hallier f.,DD
Amyema scheffleroides,Barlow,DD
Scurrula aphodastrica,Barlow,DD
Lansium breviracemosum,Kosterm.,NT
Freycinetia sumbawaensis,A.P.Keim &amp; M.Rahayu,VU
Bromus timorensis,Veldkamp,DD
Chrysopogon tenuiculmis,Henrard,LC
Dichanthium erectum,Ohwi,LC
Digitaria jansenii,Veldkamp,DD
Iseilema maculatum,Jansen,DD
Sporobolus amaliae,Veldkamp,DD
Ardisia denigrata,C.M.Hu,VU
Ardisia kajumarina,C.M.Hu,VU
Ardisia pteropoda,Miq.,DD
Afrohybanthus verbi-divini,(Everaarts) Flicker,VU
Klugiodendron umbrianum,Britton &amp; Killip,CR
Monnina comata,Chodat,LC
Myrcia canaliculata,(McVaugh) A.R.Lourenço &amp; E.Lucas,LC
Eugenia bacopari,D.Legrand,LC
Palicourea fissistipula,(Müll.Arg.) C.M.Taylor,DD
Pilocarpus grandiflorus,Engl.,NT
Drypetes sessiliflora,Allemão,LC
Roupala longepetiolata,Pohl,VU
Myrsine rubra,M.F.Freitas &amp; Kin.-Gouv.,NT
Chamaecrista blanchetii,"(Benth.) Conc., L.P.Queiroz &amp; G.P.Lewis",LC
Macrolobium brevense,Ducke,LC
Hymenaea altissima,Ducke,LC
Exostyles venusta,Schott,LC
Ladenbergia chapadensis,S.Moore,DD
Leandra fallacissima,Markgr.,EN
Leandra lancifolia,Cogn.,LC
Leandra pennipilis,Cogn.,EN
Leandra pilonensis,Wurdack,LC
Myrciaria ferruginea,O.Berg,LC
Lacmellea pauciflora,(Kuhlm.) Markgr.,EN
Lacmellea bahiensis,J.F.Morales,EN
Ocotea pluridomatiata,A.Quinet,EN
Ocotea tenuiflora,(Nees) Mez,LC
Ocotea villosa,Kosterm.,LC
Coussarea andrei,M.S.Pereira &amp; M.R.V.Barbosa,EN
Coussarea accedens,Müll.Arg.,VU
Calycophyllum tefense,J.H.Kirkbr.,DD
Calycophyllum papillosum,J.H.Kirkbr.,EN
Appunia triphylla,Ducke,LC
Alseis sertaneja,L.Marinho &amp; J.G.Jardim,EN
Alseis latifolia,Gleason,LC
Sarcomphalus undulatus,(Reissek) Hauenschild,LC
Byrsonima perseifolia,Griseb.,LC
Ocotea montana,(Meisn.) Mez,LC
Ocotea kostermanniana,Vattimo-Gil,EN
Ocotea insignis,Mez,LC
Ocotea argentea,Mez,LC
Ocotea arenicola,L.C.S.Assis &amp; Mello-Silva,VU
Cryptocarya riedeliana,P.L.R.Moraes,LC
Beilschmiedia taubertiana,(Schwacke &amp; Mez) Kosterm.,LC
Vitex spongiocarpa,Ducke,DD
Erythroxylum andrei,Plowman,NT
Qualea ingens,Warm.,LC
Eugenia zuccarinii,O.Berg,LC
Eugenia xanthoxyloides,Cambess.,VU
Eugenia sprengelii,DC.,LC
Eugenia schottiana,O.Berg,LC
Eugenia pantagensis,O.Berg,VU
Eugenia neosilvestris,Sobral,LC
Eugenia mandioccensis,O.Berg,LC
Eugenia magnifica,Spring ex Mart.,LC
Eugenia macrantha,O.Berg,LC
Eugenia flamingensis,O.Berg,LC
Eugenia ellipsoidea,Kiaersk.,LC
Eugenia arenaria,Cambess.,LC
Campomanesia simulans,M.L.Kawas.,NT
Ficus lagoensis,C.C.Berg &amp; Carauta,LC
Ficus holosericea,Schott,EN
Macropeplus dentatus,(Perkins) I.Santos &amp; Peixoto,NT
Mouriri arborea,Gardner,LC
Miconia urophylla,DC.,LC
Miconia tentaculifera,Naudin,NT
Miconia goldenbergiana,Caddah,NT
Meriania paniculata,(DC.) Triana,NT
Meriania calophylla,(Cham.) Triana,EN
Palicourea forsteronioides,(Müll.Arg.) C.M.Taylor,DD
Didymopanax burchellii,Seem.,LC
Didymopanax longepetiolatus,(Pohl ex DC.) Marchal,LC
Didymopanax selloi,Marchal,LC
Lacistema serrulatum,Mart.,LC
Swartzia fimbriata,Ducke,DD
Swartzia arumateuana,(R.S.Cowan) Torke &amp; Mansano,LC
Swartzia arenophila,"R.B.Pinto, Torke &amp; Mansano",EN
Swartzia alagoensis,"R.B.Pinto, Torke &amp; Mansano",EN
Parasenegalia incerta,(Hoehne) Seigler &amp; Ebinger,DD
Senegalia cearensis,V.Terra &amp; F.C.P.Garcia,VU
Poecilanthe itapuana,G.P.Lewis,VU
Piptadenia macradenia,Benth.,LC
Piptadenia loefgreniana,Hoehne,DD
Peltogyne excelsa,Ducke,VU
Paramachaerium krukovii,Rudd,CR
Panurea bowdichioides,C.H.Stirt. ex Povydysh &amp; M.Yu.Gontsch.,DD
